,sCD40L,EGF,Eotaxin,FGF-2,FLT-3L,Fractalkine,G-CSF,GROα,IFN-α2,IFNγ,IL-1α,IL-1β,IL-1RA,IL-2,IL-3,IL-4,IL-5,IL-6,IL-7,IL-8,IL-9,IL-10,IL-12p40,IL-12p70,IL-13,IL-15,IL-17A,IL-17E/IL-25,IL-17F,IL-18,IL-22,IL-27,IP-10,MCP-1,MCP-3,M-CSF,MDC,MIG/CXCL9,MIP-1α,MIP-1β,PDGF-AA,PDGF-AB/BB,RANTES,TGFα,TNFα,TNFβ,VEGF-A,6CKine,BCA-1,CTACK,ENA-78,Eotaxin-2,Eotaxin-3,I-309,IL-16,IL-21,IL-23,IL-33,LIF,MCP-2,MCP-4,MIP-1δ,SCF,SDF-1α+β,TARC,TPO,TRAIL
IL-12p40,0.42078623182549213,0.5438982272346065,0.29194764743749846,0.4543278520076843,0.3623448466864506,0.44603494550020395,0.5286702848957595,0.5413371717685439,0.3415190928837837,0.4926972898033738,0.5173243975516614,0.5560651376916403,0.6079964588503243,0.4460917817445004,0.2522859116311281,0.4442752203122662,0.41745634751343086,0.5527779938754039,0.5405821054613094,0.6408885385597631,0.36397815506037856,0.5327105913793472,0.0,0.3947342614031174,0.4080518771316747,0.45877493102774314,0.13610993551856088,0.33744167518789936,0.23306667496351202,0.37925645553479365,0.5211313063719633,0.40342010823102425,0.5576471377835805,0.6019775518889058,0.43471224925566787,0.5303245699211704,0.33390177708882857,0.4250893919542649,0.5024162010505951,0.5042515210277789,0.4296739725677415,0.4646429299577322,0.5091499388704134,0.33727313967928174,0.3148100077807089,0.46133384546501,0.5017635926134094,0.19018272529271346,0.48196532375107076,0.29665476694394555,0.4779872634729824,0.32004774680626885,0.16780059874455794,0.19122270831759974,0.3804974361300889,0.13330399770958856,0.17147865416173425,0.13039943432438728,0.27198408109037303,0.4424312501424984,0.13138628302049105,0.3606790187207466,0.1529694259462337,0.18674346816839094,0.320024282446642,0.1758739551071815,0.5584605695044921
IL-12p70,0.2544253055830352,0.5024362246258028,0.24227740342012138,0.02469155408856677,0.27054538018336816,0.07156213530577188,0.5123019504471025,0.519929225566062,0.02162364340812184,0.22410929779421135,0.5036672427732541,0.4895089946485652,0.539456219231628,0.023867295982070158,0.14290670882612355,0.014585714267280891,0.20721010682583785,0.5358283372960245,0.23665338010192122,0.5647395738209436,0.06906070159945349,0.48732557763720574,0.3947342614031174,0.0,0.007401883670766107,0.047141328937021054,0.3089218163653909,0.05499050296976965,0.2881415804153682,0.4778513972971019,0.054583426879346364,0.2433551190984679,0.5313300303943559,0.5536663693237,0.11466980702861801,0.4359508296149808,0.4840634299817553,0.5008848700203857,0.3614907227428774,0.5297758733444985,0.28463115954394985,0.4490434805162312,0.41457784621459043,0.19040866204441692,0.07177766632647281,0.0432402846377119,0.3338281760244609,0.09840906400792054,0.4844626214663097,0.4618140398688372,0.5271292849219118,0.4755552712471855,0.14183181540111572,0.30790900209462985,0.40887222783410715,0.3132728215153707,0.2912819351070929,0.3442880205306116,0.06040272545611247,0.4539840360461713,0.3535063798959792,0.244625832779704,0.2619228350488353,0.3914247762065368,0.5006433937753526,0.35826837687840063,0.5369755595802013
IL-13,0.23050873872637057,0.5075450773693394,0.2470233429690356,0.018372375738325397,0.26623747198339776,0.06703968559576007,0.5268429713548103,0.5251688168882083,0.026584069151697365,0.23027322468929995,0.5225468518742221,0.5074076024775287,0.555699879661285,0.021106035400180856,0.16290029944088946,0.009283866870090196,0.2034240664032977,0.5377690540925147,0.23224441977543392,0.5895625443427693,0.055350652349490936,0.491029730664288,0.4080518771316747,0.007401883670766107,0.0,0.03848162424633117,0.3272763036606354,0.0489599941241583,0.3146924449859576,0.47659959178395817,0.029347500840483765,0.21927026247763431,0.5357636941682086,0.5729300101670041,0.1168264452924031,0.456119195406515,0.46532767113816104,0.4983099965939142,0.3632492658804679,0.5398510665097211,0.2537429762002373,0.42471950731713404,0.3908929102780724,0.2141717035829767,0.07462186017816697,0.021451853438015644,0.33132394880352745,0.11037316892208243,0.47077250673320664,0.4283123814034847,0.5050697308911911,0.47261612912904255,0.17069841101558758,0.31540538080403757,0.41937769598306257,0.3483230722108029,0.3148236406862017,0.3757715891177639,0.07930735494380414,0.4517400162634342,0.38317609487194515,0.23387184806762967,0.29216618369485864,0.389435127907605,0.4814402321329179,0.3913498131525894,0.5531894621892274
IL-15,0.27242092702970433,0.4828887524176343,0.3580641571230805,0.03488089795341531,0.3481455001069201,0.12203100384794058,0.5034284351797024,0.5103702942589017,0.09267192059660018,0.2117555742418658,0.4558793362132272,0.4370969229775018,0.46737902728159464,0.02276275473445516,0.17383079352940584,0.043749911142253683,0.204646295117895,0.4613388098621085,0.2801175497535521,0.542577005514215,0.09395255886948839,0.41718602839699526,0.45877493102774314,0.047141328937021054,0.03848162424633117,0.0,0.4025668266740915,0.1168946018411024,0.4367420896436385,0.4996393009585626,0.029756156351304575,0.2472842097610426,0.5190413583174857,0.5262672020138934,0.11688576857972749,0.40965443197707235,0.5160532588151101,0.4472526667434854,0.357622536316298,0.4756950155054771,0.28515521028584123,0.44370409964349883,0.41858734087258487,0.31595304298722826,0.09546779367728836,0.04353646150771634,0.3355021534945125,0.1749319300781127,0.4904862157937509,0.4726333956825333,0.5143049506053451,0.45849402818793006,0.23615039407235738,0.36442809596543024,0.43854971695294154,0.4070351019754791,0.4002830449826803,0.4490612554537134,0.15894331917264398,0.4563808338905715,0.4349862344717865,0.2506183427134644,0.3456019619733285,0.45166625815978517,0.5331320997306778,0.44969319192207957,0.5162681634291163
IL-17A,0.3987144515058686,0.4879712768227924,0.2378716941890564,0.36026874253555863,0.2538693420282293,0.3284652685442332,0.47669892746701437,0.5091277196435969,0.23934312120423207,0.40843989299127126,0.47532075488797504,0.5065311782498447,0.5506982160698902,0.3715733039857557,0.2845310709484443,0.33447519376575174,0.4032262159279852,0.5306909612254969,0.35505472882585243,0.571026128842253,0.2713701054700659,0.5073147255309942,0.13610993551856088,0.3089218163653909,0.3272763036606354,0.4025668266740915,0.0,0.20824060003046152,0.06289612933433936,0.4780571593638023,0.41438182093900916,0.39781664853909093,0.525715032714748,0.5475930752511297,0.3509966709136334,0.46604087472906447,0.46162083941110976,0.5110626263007161,0.4196008103161055,0.5062245443932827,0.47588968557751843,0.4928211680093521,0.4918421434226607,0.1223169042115071,0.2122172859806618,0.37112886838785,0.47531522747649946,0.19872325209094932,0.4855745243066579,0.43651980328919443,0.5158387993755259,0.37705120420625904,0.10717695171645814,0.24886082766568624,0.3451557841891421,0.13593955951899905,0.166352709221965,0.11476997200360489,0.08129479384358146,0.4295446327155832,0.163627458782524,0.3933288211606873,0.21050688663102302,0.2858852693983445,0.49712887402594397,0.25169013079482705,0.5177115265135035
IL-17E/IL-25,0.21182450009214143,0.5371995433707252,0.2044113702752306,0.06244318184022318,0.17088220731722709,0.08294450814855114,0.5424221054035545,0.5403496069307295,0.01917876067259916,0.2610625978168067,0.52689485522113,0.5233264870519001,0.5790733541383845,0.09011884704952106,0.21593089438151886,0.04950910350601184,0.25485336530411307,0.5362944677918772,0.20023272004784165,0.6247149813505486,0.0494699541499502,0.4960971662562442,0.33744167518789936,0.05499050296976965,0.0489599941241583,0.1168946018411024,0.20824060003046152,0.0,0.18811446677989868,0.48786267178473597,0.08412733140146805,0.18540997173319235,0.5594825789858372,0.6011709875555009,0.1268770905894276,0.45651813461424773,0.4672611506433329,0.4484303743128545,0.3704790985312614,0.5433737046391984,0.26113951653951056,0.41476084315633044,0.36582347545616234,0.12832833947020367,0.0771817188732033,0.06526360665150077,0.38441208445022346,0.11244220734472965,0.46251662938668614,0.416773845468433,0.5114814262676879,0.45802518811595655,0.1779672989455665,0.30943092858784205,0.41439223165020345,0.33178876022120235,0.2649007896884815,0.34557382149117394,0.06429994446653642,0.45158320418053244,0.3722286726740318,0.2783291627830904,0.27799623428723486,0.3728250918937679,0.49585393047589094,0.3757618604538194,0.5765258141771097
IL-17F,0.36131404535204503,0.5137647275800119,0.14962587559550838,0.3467732132720097,0.15846280828103154,0.27931428453757406,0.5037565199430222,0.5231077369353991,0.20552685403523624,0.40585875841516456,0.48419502265552006,0.5085571808018766,0.553118407812174,0.3754295601512221,0.3484480845479824,0.313856130394455,0.4292437625842832,0.5368811904367551,0.27454604812121586,0.5761550174205093,0.2613600987223463,0.5190630484491376,0.23306667496351202,0.2881415804153682,0.3146924449859576,0.4367420896436385,0.06289612933433936,0.18811446677989868,0.0,0.4664512999849777,0.41893357834689915,0.36722159319947245,0.5303773209437985,0.5592825486243607,0.3495340462591259,0.46506234137440755,0.4710460998100717,0.512905425473026,0.4249170841637107,0.5298543197629478,0.4648429342527632,0.48227613999658686,0.437656353291207,0.04146436326374775,0.2466447008077386,0.35984294987565474,0.4953737672422184,0.20912783743505603,0.46494379802403857,0.4520613741766256,0.5309933451452912,0.41282436285652957,0.1979138948087445,0.3049927119173985,0.3673166813295173,0.2308184046148401,0.13958040260907056,0.18807939110357308,0.12481104661471576,0.4514099244772071,0.26211001545376295,0.44378450676618575,0.23390813844922337,0.3293341805224813,0.5044890323264546,0.2486599988910077,0.525448790456204
IL-18,0.4006876100696575,0.5068894694927786,0.33073002737303236,0.4860067067298838,0.4940467720078439,0.510193345977293,0.5734939261531139,0.5448965976913615,0.469407410745572,0.5350235941807435,0.5576110102923364,0.5770182915983895,0.5674239808223444,0.48771546544082134,0.4738945535015487,0.4826365768644348,0.49266728380240044,0.5307390634237231,0.5828688000767617,0.6455138366810143,0.4809347249831135,0.538720337273056,0.37925645553479365,0.4778513972971019,0.47659959178395817,0.4996393009585626,0.4780571593638023,0.48786267178473597,0.4664512999849777,0.0,0.5747661941025806,0.4375907197655739,0.5573102535404781,0.5966442738477458,0.5430405875181026,0.5556511694319883,0.33211299414793505,0.46535174150739633,0.5862391762387686,0.49607109179302683,0.3711445111449335,0.29513440940336083,0.3638943376669782,0.4981192021092992,0.47967490590545653,0.5159193507652564,0.45364020132254745,0.4087724724393461,0.47750221624557165,0.3327584810412637,0.5130618845408653,0.37418068530942256,0.37345096488788937,0.20660243962169905,0.320724403823344,0.41569488236907975,0.43419635569166043,0.41276525445696205,0.47053881050047636,0.5168710033741701,0.4163020715582435,0.36871918070246595,0.402319271433592,0.2696486834263922,0.2657605900515744,0.4121494680203604,0.5945968948243748
IL-22,0.2537678637506791,0.4680064391784038,0.3214993095228472,0.03147399966949399,0.28861943483396635,0.0644140966749166,0.48745498424445016,0.4095654186235945,0.08274626131939189,0.03625536725815359,0.4298565569982369,0.10118321485662057,0.4466755298012342,0.03999723381778014,0.2313641532122176,0.03592345723306556,0.19542223627515076,0.4858807121219658,0.23867306817891715,0.4815663227515212,0.04253774525073922,0.3761034413292539,0.5211313063719633,0.054583426879346364,0.029347500840483765,0.029756156351304575,0.41438182093900916,0.08412733140146805,0.41893357834689915,0.5747661941025806,0.0,0.21041623390534508,0.5129887023460371,0.5178650676716929,0.07312277601530354,0.2758707934473098,0.5785151167645708,0.49406512789059603,0.07337593713124368,0.5087087755313358,0.24583507408821775,0.46937150263544913,0.4094816841204815,0.28926146378008555,0.08051275431242944,0.005043619416336964,0.2450788346220386,0.1851386602777308,0.497404204745156,0.5349375071411554,0.5308767088049687,0.5264934404497998,0.2743386226950185,0.398539266503739,0.43689585894560534,0.44015902921435235,0.39788050236968686,0.4644360108314811,0.14820558308172388,0.3664556464683494,0.47223197022324426,0.23000303913275372,0.38733313087539206,0.5294251038827957,0.6091150680140288,0.4746405742566107,0.5651883918460662
IL-27,0.2217711213622659,0.6284628034310401,0.291280724858408,0.22249833597568225,0.23059023227748582,0.24927806369703115,0.605688056358588,0.5716063524684589,0.2027683546622493,0.39201768453838554,0.5940265553465709,0.5913911313418645,0.5889457474809263,0.26178064976377247,0.3840057863919172,0.2332705526775507,0.3491591892658212,0.4595530362827036,0.25444972454653964,0.7190548520093559,0.21246894485699158,0.4759884903111991,0.40342010823102425,0.2433551190984679,0.21927026247763431,0.2472842097610426,0.39781664853909093,0.18540997173319235,0.36722159319947245,0.4375907197655739,0.21041623390534508,0.0,0.5729072939597948,0.6530018286067505,0.29707623141567546,0.5240520180763696,0.42035551001222626,0.3283716572226243,0.4805907936362134,0.49128092717498145,0.21380532773749872,0.37632854993375975,0.29224263722679056,0.33223366481548366,0.2584195271008151,0.19720366873446715,0.45871458740138477,0.26591326356383027,0.3862111756397824,0.24953408433854402,0.4810413606135407,0.35956690327191204,0.34065151002816846,0.38097926074433325,0.4970600140856671,0.44996074061052743,0.41154767533064773,0.447545956225544,0.2663609372653334,0.44668892839455215,0.46330758847771214,0.29985310673998966,0.41048160941623724,0.3667279166830806,0.469093414045196,0.4710022991508001,0.6477339662849729
IP-10,0.5886988053323149,0.3340334680877282,0.5534510782693997,0.5379547286584626,0.5342165058305671,0.45296597833337615,0.25778678505582286,0.35093207757243544,0.5329704501165305,0.5274631920360756,0.5263613292528354,0.5253832483898307,0.350940521785176,0.5305258009855631,0.4667727514952833,0.5337717005099629,0.5373925663367202,0.30164326135333897,0.4733823663571936,0.4113249804023306,0.5572572550959022,0.5292529796962105,0.5576471377835805,0.5313300303943559,0.5357636941682086,0.5190413583174857,0.525715032714748,0.5594825789858372,0.5303773209437985,0.5573102535404781,0.5129887023460371,0.5729072939597948,0.0,0.40368362413367,0.4427473295441918,0.5144846190015469,0.6056491282508811,0.41514946702386707,0.3557034666282033,0.36150843491839385,0.6151021500365725,0.5909943171640343,0.5984019314779705,0.5158306836080156,0.5182887405097399,0.5174655378042347,0.35572869651042177,0.5588425460528044,0.4709251534178352,0.5736409119965573,0.30985842786366086,0.5686691999647979,0.5410028566857443,0.5657530028287532,0.3983397782956968,0.5360789316213482,0.5219569218536374,0.5282373609121189,0.5431582685017804,0.1966889731415451,0.5361863640344737,0.5925956556098692,0.5427404160700984,0.5944706252806538,0.6061353740835349,0.526011687378695,0.21833622938328018
MCP-1,0.6877012877464601,0.2229566199877096,0.5890310179529923,0.5494632641879745,0.5843881336709931,0.520803092199084,0.2268728130699727,0.27811169166911276,0.5895827721330076,0.4217608717792972,0.3970725024249223,0.35923064569578317,0.22680475042954934,0.5476416105399635,0.5835245845719074,0.5622027923719923,0.49807948501961496,0.3466877691314978,0.5315325195379019,0.23662164736537306,0.565676707948633,0.3833708595124227,0.6019775518889058,0.5536663693237,0.5729300101670041,0.5262672020138934,0.5475930752511297,0.6011709875555009,0.5592825486243607,0.5966442738477458,0.5178650676716929,0.6530018286067505,0.40368362413367,0.0,0.44252742439439463,0.20815761078015516,0.6940668509355625,0.504418224781315,0.3307672764044189,0.25477823803471755,0.7158782148538237,0.6463250647768405,0.6685245176696755,0.5093686686299802,0.4760353610939813,0.5631505616177327,0.3504233489101395,0.6108254807635703,0.5591743756285626,0.6995687287099921,0.5494411718356184,0.5155860718367612,0.5711954571667369,0.5850289395385581,0.4210039373376616,0.5448006304717482,0.562175222761016,0.5553134970379386,0.5627526781736997,0.47251397517153265,0.550268519203979,0.5891934542142693,0.565556802896103,0.6696618987699174,0.6577497802491256,0.5434404955858158,0.3391652687888612
MCP-3,0.3237057823511829,0.43204442383959557,0.31904567707623,0.10846493101952764,0.25821837468156106,0.12113149733969841,0.36680506470130136,0.42366120601970825,0.11471353990400562,0.29152130000364174,0.5286499907207055,0.5223841081474747,0.42291788956239684,0.1208341878044275,0.22263900378046297,0.11051560602523691,0.25934086484026186,0.36167178499394204,0.25262836776119824,0.4428394732065083,0.12218432837217302,0.488155367449903,0.43471224925566787,0.11466980702861801,0.1168264452924031,0.11688576857972749,0.3509966709136334,0.1268770905894276,0.3495340462591259,0.5430405875181026,0.07312277601530354,0.29707623141567546,0.4427473295441918,0.44252742439439463,0.0,0.38360674054392924,0.5759450272304292,0.35599565915064185,0.3067422678410741,0.40394577130649845,0.3548093240592628,0.49239018307076515,0.4824371910367499,0.24882197535830852,0.1577153859769686,0.1050027501548369,0.25856661201732245,0.19541617566105812,0.510379888362793,0.5417844724934862,0.4925544505150531,0.4562098456034066,0.23527234108017359,0.3653568113830496,0.36096181847967823,0.3817476900827556,0.34243119574366954,0.40513891934967144,0.1432971527123051,0.3460593227703329,0.40909108533683725,0.25464258987345556,0.3354744487800077,0.4750996727527786,0.5791731936901183,0.4149421981561734,0.3858857506151511
M-CSF,0.6086837793929554,0.4363093623609292,0.5048973753933619,0.43035693260071317,0.44982705778706045,0.45198498437356094,0.42662878058453807,0.46184872713441816,0.45306727545599346,0.3979517378268106,0.252928159167532,0.18901045483130535,0.2712150102168813,0.4383807916342288,0.3716745242709326,0.4474535555849866,0.4365183071569475,0.4193800727793895,0.29796768177797195,0.2767637175172861,0.42902355546824295,0.38409202656948876,0.5303245699211704,0.4359508296149808,0.456119195406515,0.40965443197707235,0.46604087472906447,0.45651813461424773,0.46506234137440755,0.5556511694319883,0.2758707934473098,0.5240520180763696,0.5144846190015469,0.20815761078015516,0.38360674054392924,0.0,0.695243910619026,0.5110128920833852,0.40829525555206736,0.3631538596858018,0.6340238418432326,0.5606074219594708,0.5621344570305445,0.4172431495543791,0.361551464834788,0.45035464531352193,0.502976892008643,0.484755454165371,0.574299773812419,0.665109995224185,0.6492379117446401,0.5377745122639153,0.4774705072092971,0.5141376085859599,0.47733178273449683,0.4701031864161654,0.4770544596284317,0.4855037431957389,0.4355575407530465,0.4881200940352008,0.4933101870005022,0.4955352067224975,0.47812526852942155,0.6316703272724393,0.6660726067594553,0.4773332274795179,0.3798997758228274
MDC,0.2867251909305438,0.5660326488878502,0.388039839366449,0.4929990556163385,0.4562920806079981,0.49518838862388503,0.6295880583596755,0.5685815932976734,0.4591365434083319,0.5569729265738391,0.623268317206226,0.6369040124768248,0.7263395505607797,0.48247035896833096,0.5263746495031726,0.47496926864577554,0.4959513662985683,0.6386853074416424,0.6479716209497923,0.7545956207507872,0.455861546202578,0.5914638911037607,0.33390177708882857,0.4840634299817553,0.46532767113816104,0.5160532588151101,0.46162083941110976,0.4672611506433329,0.4710460998100717,0.33211299414793505,0.5785151167645708,0.42035551001222626,0.6056491282508811,0.6940668509355625,0.5759450272304292,0.695243910619026,0.0,0.4899333953311249,0.6280700094686344,0.626313607142863,0.2614026716394633,0.3352956227185427,0.34433249606468236,0.5109578346132218,0.5045989059289745,0.4758597347639751,0.4577260204892761,0.41068120511948425,0.4854399013108406,0.18120469393956856,0.3358691056788231,0.3951896817008035,0.43962377817622206,0.35150906670517773,0.48945067738305087,0.45698195137568587,0.4628323618213931,0.4600331794943345,0.46749963586739646,0.5231559289247376,0.44941199288697253,0.3895927428201663,0.4445645464896474,0.2512666428853435,0.17778014520383773,0.4632526046449673,0.64802947773798
MIG/CXCL9,0.4165823805749697,0.5285652450550944,0.4569573164179047,0.4570929590479005,0.3270406346374619,0.48836902508020724,0.49796231595785884,0.5230900261284819,0.4590650627209626,0.37673942091735596,0.5059760996600116,0.5149498572107761,0.4114896883295342,0.49834931294823687,0.5250590231982126,0.4940347495025941,0.4919260836704278,0.2857500746581592,0.48233714039015807,0.5835257671660005,0.459185077994382,0.29414297116196175,0.4250893919542649,0.5008848700203857,0.4983099965939142,0.4472526667434854,0.5110626263007161,0.4484303743128545,0.512905425473026,0.46535174150739633,0.49406512789059603,0.3283716572226243,0.41514946702386707,0.504418224781315,0.35599565915064185,0.5110128920833852,0.4899333953311249,0.0,0.5123762925263065,0.3449689225762217,0.4076020469283696,0.4286434110475056,0.4890545461210679,0.5053502939907404,0.4778709968559784,0.4605720604200156,0.5014118775322735,0.48151292002943286,0.4446694991869019,0.36513436518212405,0.3801874602283559,0.3392559961484328,0.4858372966809124,0.36466737479227473,0.48760346103560254,0.48742281875359716,0.5019321457556473,0.48988067687035447,0.46966801112879447,0.3977208430611189,0.46450844830941734,0.49876934185797817,0.48347340353630247,0.4204603290830339,0.5114437904622361,0.4833889305134114,0.4966169236194796
MIP-1α,0.5142228681435563,0.3319167942580681,0.4309198807390663,0.3660447339386578,0.4036819384424921,0.3343607548217977,0.36927657161205724,0.43388419341135237,0.36896551817127493,0.4306676169081491,0.4359880352391662,0.4545720606214536,0.3523549936100643,0.36392126662634716,0.2333888244106297,0.3610016605049632,0.40797078269218245,0.3801850953125227,0.21865302083660276,0.40366459109434044,0.368520200178178,0.49677730814669496,0.5024162010505951,0.3614907227428774,0.3632492658804679,0.357622536316298,0.4196008103161055,0.3704790985312614,0.4249170841637107,0.5862391762387686,0.07337593713124368,0.4805907936362134,0.3557034666282033,0.3307672764044189,0.3067422678410741,0.40829525555206736,0.6280700094686344,0.5123762925263065,0.0,0.21783671384393605,0.5475193689545645,0.5643655960693372,0.5408598523372049,0.36818066814845507,0.23176104399026887,0.33732194238018776,0.2729884256466768,0.41199167864668157,0.5502508691370614,0.6137238033892832,0.5054762330517809,0.557761323765051,0.42576459558535346,0.4979309784790268,0.21390891121700595,0.4576070696231221,0.4227964681367888,0.45722823068239044,0.36996596724097774,0.3420475017888011,0.4688954292705965,0.4576883931564746,0.44372111178739626,0.5719356043692961,0.6188572708599995,0.45751825509535105,0.2743881659422953
MIP-1β,0.5712158552702647,0.26340505230757816,0.5286030336328338,0.5297515762469953,0.4866634946081145,0.4659789289265936,0.2944493608863802,0.40793566209857796,0.5393695488038036,0.4843085769416252,0.42349182314182254,0.42612777326455414,0.2308126152529793,0.5219401175691706,0.537826786704067,0.5407397777343813,0.5246774426074882,0.20720286399276738,0.5198295538155803,0.4124877951755072,0.5530143536150975,0.3775328333006832,0.5042515210277789,0.5297758733444985,0.5398510665097211,0.4756950155054771,0.5062245443932827,0.5433737046391984,0.5298543197629478,0.49607109179302683,0.5087087755313358,0.49128092717498145,0.36150843491839385,0.25477823803471755,0.40394577130649845,0.3631538596858018,0.626313607142863,0.3449689225762217,0.21783671384393605,0.0,0.5735929745007063,0.5615114838658075,0.5681328115981034,0.5018836355994938,0.3949266638545032,0.5213789767926884,0.3180559978294212,0.5466439477407379,0.5367795210825239,0.5581370714573807,0.4432237406834197,0.45898206288503857,0.5247416180124914,0.4845492907772448,0.29359356617805843,0.5238764365538248,0.5343725771126766,0.5279936681488945,0.5441397623177497,0.3603922985455815,0.5031848299914059,0.5447881735171077,0.5169016507668049,0.5409885239292516,0.5655229442102635,0.5168999057526996,0.325313018525221
PDGF-AA,0.09331890163552686,0.5596305765040163,0.3361575574358928,0.233359470755088,0.33492168909129194,0.3203197691305715,0.6536227324523335,0.5864461129513685,0.26453068892503273,0.4355558160213394,0.6307609354271134,0.6272894006955834,0.6930594193552728,0.2800803072015701,0.41109411568635323,0.25407715289782296,0.3648648014676606,0.5598322269581225,0.3247714825098128,0.7775279990429296,0.262131136160492,0.5523319783447685,0.4296739725677415,0.28463115954394985,0.2537429762002373,0.28515521028584123,0.47588968557751843,0.26113951653951056,0.4648429342527632,0.3711445111449335,0.24583507408821775,0.21380532773749872,0.6151021500365725,0.7158782148538237,0.3548093240592628,0.6340238418432326,0.2614026716394633,0.4076020469283696,0.5475193689545645,0.5735929745007063,0.0,0.19083942374995017,0.2252798058566145,0.4272318713009753,0.34996668764783434,0.25238108481735744,0.40122646891625574,0.3110429782986549,0.45168232473299647,0.24847662522684205,0.35218581520735864,0.4319577971401658,0.3680540058674069,0.31148562189984386,0.49099114403740757,0.4854913393942919,0.48897610461039714,0.5021577811393163,0.33314486428580836,0.498493953401345,0.4729329140607358,0.27716972772932325,0.44793959182938964,0.26140074173783046,0.23555484134710514,0.5106963329626499,0.6783683056739325
PDGF-AB/BB,0.3218024760999755,0.5610320449889107,0.3457455632682076,0.40692007140753605,0.38585589374276363,0.46651232498334044,0.624916132093137,0.5642858651884386,0.43045442786653465,0.5124535197459325,0.5956590379806491,0.5970518308476142,0.6147855917729962,0.44368065411899,0.5527730114099682,0.4256860310360945,0.42565676177103545,0.5156127436205602,0.4509708824904186,0.6985635502340897,0.416025945036833,0.5377705287272625,0.4646429299577322,0.4490434805162312,0.42471950731713404,0.44370409964349883,0.4928211680093521,0.41476084315633044,0.48227613999658686,0.29513440940336083,0.46937150263544913,0.37632854993375975,0.5909943171640343,0.6463250647768405,0.49239018307076515,0.5606074219594708,0.3352956227185427,0.4286434110475056,0.5643655960693372,0.5615114838658075,0.19083942374995017,0.0,0.28666417056235194,0.47527291643859493,0.46507328085893895,0.41503503554433435,0.457219998705792,0.43176800893675377,0.5062750656259248,0.32439936611498116,0.4648175766583393,0.4474595533400011,0.4644985566132086,0.24558772189878914,0.41344141586893984,0.505516738501651,0.5010926517332345,0.5037001297938147,0.45501609538297716,0.515972777119596,0.49615295062242926,0.38573301984795083,0.492782761370092,0.35804135797541464,0.298625001834424,0.5011326197137921,0.6227093273545791
RANTES,0.2369103910167319,0.607545321089441,0.34518317088691963,0.3713935812680559,0.31417347801728973,0.41802184511024953,0.6216025060417331,0.5664988026061646,0.39097557676757316,0.5007672908450752,0.6164385718283991,0.6178971154389862,0.6614433243123294,0.4150251852971687,0.5952301203803393,0.38944908675668616,0.45303604437862544,0.5455336952125143,0.39007449882001155,0.7330415585367573,0.34373036664677176,0.5483548321861527,0.5091499388704134,0.41457784621459043,0.3908929102780724,0.41858734087258487,0.4918421434226607,0.36582347545616234,0.437656353291207,0.3638943376669782,0.4094816841204815,0.29224263722679056,0.5984019314779705,0.6685245176696755,0.4824371910367499,0.5621344570305445,0.34433249606468236,0.4890545461210679,0.5408598523372049,0.5681328115981034,0.2252798058566145,0.28666417056235194,0.0,0.43492724302451724,0.43935212012589,0.35877540781181105,0.5268443906445714,0.39252514650128073,0.4465213452572299,0.32342200147453926,0.44293520498489325,0.43165279919431215,0.4430464316136925,0.39703798791926626,0.4759905670349939,0.48853716506061345,0.4778293036974663,0.4803122501754173,0.4049525041489419,0.5168226233218947,0.5015576765712702,0.3991178855646028,0.46676285629512687,0.3964131696808637,0.4044545753961165,0.49904879181000605,0.6472927610522762
TGFα,0.3213450309589767,0.4716481104169009,0.16257249640065535,0.22440643235097135,0.13210784440567624,0.1735164982134907,0.4761595846415658,0.5077602487257428,0.12736880260251288,0.3209381528561924,0.47533852734486626,0.48311765998078,0.5041559225312501,0.2522986224906759,0.3350743613744974,0.1951281066439044,0.3665307535204133,0.5086306207563177,0.18045315964220043,0.5374819391552038,0.1794384225816576,0.48590536139885815,0.33727313967928174,0.19040866204441692,0.2141717035829767,0.31595304298722826,0.1223169042115071,0.12832833947020367,0.04146436326374775,0.4981192021092992,0.28926146378008555,0.33223366481548366,0.5158306836080156,0.5093686686299802,0.24882197535830852,0.4172431495543791,0.5109578346132218,0.5053502939907404,0.36818066814845507,0.5018836355994938,0.4272318713009753,0.47527291643859493,0.43492724302451724,0.0,0.1789895701359957,0.2472124717383325,0.42035114257920336,0.22097001939099853,0.4865190249321305,0.49459408692647444,0.5296349055172813,0.4690360077182352,0.23629710399087317,0.33775847388771313,0.3859394475413591,0.3364223338473977,0.2238293865080792,0.3077717172250002,0.09824519982880864,0.44079374966524437,0.37699529998607695,0.40710461351799476,0.31509844872818815,0.411235685754342,0.5291921232452832,0.3508922967655326,0.4972918243244894
